REPORT : H,IGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
2006-11-10 00:00:00,2006-11-10 00:00:00,269,2006-11-10 00:00:00,269,269,1,100,26900,2006-11-10 00:00:00,1
2006-11-13 00:00:00,2006-11-13 00:00:00,270,2006-11-13 00:00:00,269,269.5,7,700,188600,2006-11-13 00:00:00,1
2006-11-14 00:00:00,2006-11-14 00:00:00,265.25,2006-11-14 00:00:00,265.25,265.25,1,100,26525,2006-11-14 00:00:00,1
2006-11-15 00:00:00,2006-11-15 00:00:00,265,2006-11-15 00:00:00,265,265,1,500,132500,2006-11-15 00:00:00,1
2006-11-16 00:00:00,2006-11-16 00:00:00,265,2006-11-16 00:00:00,265,265,1,2000,530000,2006-11-16 00:00:00,1
2006-11-17 00:00:00,2006-11-17 00:00:00,255,2006-11-17 00:00:00,255,255,1,100,25500,2006-11-17 00:00:00,1
2006-11-21 00:00:00,2006-11-21 00:00:00,255,2006-11-21 00:00:00,255,255,2,600,153000,2006-11-21 00:00:00,1
2006-11-22 00:00:00,2006-11-22 00:00:00,260,2006-11-22 00:00:00,260,260,1,100,26000,2006-11-22 00:00:00,1
2006-11-28 00:00:00,2006-11-28 00:00:00,250,2006-11-28 00:00:00,250,250,3,400,100000,2006-11-28 00:00:00,1
2006-11-29 00:00:00,2006-11-29 00:00:00,250,2006-11-29 00:00:00,250,250,1,1000,250000,2006-11-29 00:00:00,1
2006-11-30 00:00:00,2006-11-30 00:00:00,250,2006-11-30 00:00:00,250,250,2,200,50000,2006-11-30 00:00:00,1
2006-12-13 00:00:00,2006-12-13 00:00:00,236,2006-12-13 00:00:00,236,236,2,200,47200,2006-12-13 00:00:00,1
2006-12-14 00:00:00,2006-12-14 00:00:00,240,2006-12-14 00:00:00,240,240,3,500,120000,2006-12-14 00:00:00,1
2006-12-22 00:00:00,2006-12-22 00:00:00,220,2006-12-22 00:00:00,220,220,2,200,44000,2006-12-22 00:00:00,1
2006-12-28 00:00:00,2006-12-28 00:00:00,220,2006-12-28 00:00:00,220,220,4,500,110000,2006-12-28 00:00:00,1
2006-12-29 00:00:00,2006-12-29 00:00:00,220.25,2006-12-29 00:00:00,220,220,4,500,110025,2006-12-29 00:00:00,1
Company Id,:  CSD,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CEYLINCO,SEYLAN,,,,,,,,
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  CSD,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CEYLINCO,SEYLAN,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-01-02 00:00:00,2006-01-02 00:00:00,8.75,2006-01-02 00:00:00,8.25,8.5,21,32400,274775,2006-01-02 00:00:00,1
2006-01-03 00:00:00,2006-01-03 00:00:00,9.25,2006-01-03 00:00:00,8.75,8.75,68,118000,1041075,2006-01-03 00:00:00,1
2006-01-04 00:00:00,2006-01-04 00:00:00,9,2006-01-04 00:00:00,8.5,8.5,17,29500,250925,2006-01-04 00:00:00,1
2006-01-05 00:00:00,2006-01-05 00:00:00,8.5,2006-01-05 00:00:00,8.25,8.25,11,8900,73450,2006-01-05 00:00:00,1
2006-01-06 00:00:00,2006-01-06 00:00:00,8.25,2006-01-06 00:00:00,8,8,17,27700,222125,2006-01-06 00:00:00,1
2006-01-09 00:00:00,2006-01-09 00:00:00,8,2006-01-09 00:00:00,7.75,7.75,9,17900,139150,2006-01-09 00:00:00,1
2006-01-10 00:00:00,2006-01-10 00:00:00,8,2006-01-10 00:00:00,8,8,11,14700,117600,2006-01-10 00:00:00,1
2006-01-16 00:00:00,2006-01-16 00:00:00,8,2006-01-16 00:00:00,7.5,7.5,11,10800,81050,2006-01-16 00:00:00,1
2006-01-17 00:00:00,2006-01-17 00:00:00,7.5,2006-01-17 00:00:00,7.25,7.25,12,48100,350475,2006-01-17 00:00:00,1
2006-01-18 00:00:00,2006-01-18 00:00:00,7.5,2006-01-18 00:00:00,7.25,7.5,11,419700,3147350,2006-01-18 00:00:00,1
2006-01-19 00:00:00,2006-01-19 00:00:00,8.25,2006-01-19 00:00:00,7.75,7.75,63,121100,953400,2006-01-19 00:00:00,1
2006-01-20 00:00:00,2006-01-20 00:00:00,8.75,2006-01-20 00:00:00,8,8.25,51,92300,766475,2006-01-20 00:00:00,1
2006-01-23 00:00:00,2006-01-23 00:00:00,9,2006-01-23 00:00:00,8.5,8.75,63,69900,605650,2006-01-23 00:00:00,1
2006-01-24 00:00:00,2006-01-24 00:00:00,9,2006-01-24 00:00:00,8,8.5,22,78100,647825,2006-01-24 00:00:00,1
2006-01-25 00:00:00,2006-01-25 00:00:00,8.75,2006-01-25 00:00:00,8.25,8.75,13,22500,194325,2006-01-25 00:00:00,1
2006-01-26 00:00:00,2006-01-26 00:00:00,10.75,2006-01-26 00:00:00,9.5,10.5,231,670600,6830575,2006-01-26 00:00:00,1
2006-01-27 00:00:00,2006-01-27 00:00:00,11,2006-01-27 00:00:00,10,10.25,87,171200,1776225,2006-01-27 00:00:00,1
2006-01-30 00:00:00,2006-01-30 00:00:00,10.25,2006-01-30 00:00:00,10,10,29,50200,503025,2006-01-30 00:00:00,1
2006-01-31 00:00:00,2006-01-31 00:00:00,11,2006-01-31 00:00:00,10.25,10.5,62,105300,1104350,2006-01-31 00:00:00,1
2006-02-01 00:00:00,2006-02-01 00:00:00,10.5,2006-02-01 00:00:00,10,10,39,51000,514475,2006-02-01 00:00:00,1
2006-02-02 00:00:00,2006-02-02 00:00:00,10.5,2006-02-02 00:00:00,10,10.5,43,82200,854225,2006-02-02 00:00:00,1
2006-02-06 00:00:00,2006-02-06 00:00:00,11,2006-02-06 00:00:00,10,10.25,47,65100,666300,2006-02-06 00:00:00,1
2006-02-07 00:00:00,2006-02-07 00:00:00,11.25,2006-02-07 00:00:00,10.25,11,138,287000,3119850,2006-02-07 00:00:00,1
2006-02-08 00:00:00,2006-02-08 00:00:00,12.5,2006-02-08 00:00:00,11.25,11.5,625,1442700,17014275,2006-02-08 00:00:00,1
2006-02-09 00:00:00,2006-02-09 00:00:00,12,2006-02-09 00:00:00,11,11,91,203200,2322025,2006-02-09 00:00:00,1
2006-02-10 00:00:00,2006-02-10 00:00:00,11.5,2006-02-10 00:00:00,11,11.25,46,104700,1164025,2006-02-10 00:00:00,1
2006-02-13 00:00:00,2006-02-13 00:00:00,11.5,2006-02-13 00:00:00,11.25,11.25,41,72500,815675,2006-02-13 00:00:00,1
2006-02-14 00:00:00,2006-02-14 00:00:00,11.75,2006-02-14 00:00:00,11.25,11.25,60,84600,967425,2006-02-14 00:00:00,1
2006-02-15 00:00:00,2006-02-15 00:00:00,11.5,2006-02-15 00:00:00,11.25,11.25,42,62000,705275,2006-02-15 00:00:00,1
2006-02-16 00:00:00,2006-02-16 00:00:00,12.25,2006-02-16 00:00:00,11.25,11.75,216,584600,6936675,2006-02-16 00:00:00,1
2006-02-17 00:00:00,2006-02-17 00:00:00,11.75,2006-02-17 00:00:00,11.25,11.5,30,55700,636100,2006-02-17 00:00:00,1
2006-02-20 00:00:00,2006-02-20 00:00:00,11.75,2006-02-20 00:00:00,11.25,11.25,40,107200,1206825,2006-02-20 00:00:00,1
2006-02-21 00:00:00,2006-02-21 00:00:00,11.5,2006-02-21 00:00:00,11,11,98,319800,3528775,2006-02-21 00:00:00,1
2006-02-22 00:00:00,2006-02-22 00:00:00,11.25,2006-02-22 00:00:00,11,11,27,44900,494825,2006-02-22 00:00:00,1
2006-02-23 00:00:00,2006-02-23 00:00:00,11.25,2006-02-23 00:00:00,10.75,11,48,90100,994400,2006-02-23 00:00:00,1
2006-02-24 00:00:00,2006-02-24 00:00:00,11.75,2006-02-24 00:00:00,11,11,89,245900,2795950,2006-02-24 00:00:00,1
2006-02-27 00:00:00,2006-02-27 00:00:00,11.5,2006-02-27 00:00:00,10.75,11,16,31400,345375,2006-02-27 00:00:00,1
2006-02-28 00:00:00,2006-02-28 00:00:00,11,2006-02-28 00:00:00,10.75,10.75,36,96500,1051500,2006-02-28 00:00:00,1
2006-03-01 00:00:00,2006-03-01 00:00:00,11.25,2006-03-01 00:00:00,10.5,11,17,26400,286375,2006-03-01 00:00:00,1
2006-03-02 00:00:00,2006-03-02 00:00:00,10.75,2006-03-02 00:00:00,10.75,10.75,10,15700,168775,2006-03-02 00:00:00,1
2006-03-03 00:00:00,2006-03-03 00:00:00,11,2006-03-03 00:00:00,11,11,46,69500,764500,2006-03-03 00:00:00,1
2006-03-06 00:00:00,2006-03-06 00:00:00,11,2006-03-06 00:00:00,10.75,10.75,5,9900,108400,2006-03-06 00:00:00,1
2006-03-07 00:00:00,2006-03-07 00:00:00,11,2006-03-07 00:00:00,10.75,10.75,7,15600,167850,2006-03-07 00:00:00,1
2006-03-08 00:00:00,2006-03-08 00:00:00,11.75,2006-03-08 00:00:00,10.75,11.25,141,598000,6766050,2006-03-08 00:00:00,1
2006-03-09 00:00:00,2006-03-09 00:00:00,12.75,2006-03-09 00:00:00,11,12.5,1117,4816700,58147925,2006-03-09 00:00:00,1
2006-03-10 00:00:00,2006-03-10 00:00:00,13.75,2006-03-10 00:00:00,12.75,13,964,4386600,58263200,2006-03-10 00:00:00,1
2006-03-13 00:00:00,2006-03-13 00:00:00,13,2006-03-13 00:00:00,12.5,12.75,125,224800,2862425,2006-03-13 00:00:00,1
2006-03-15 00:00:00,2006-03-15 00:00:00,13.5,2006-03-15 00:00:00,12.5,12.5,167,1595200,21008475,2006-03-15 00:00:00,1
2006-03-16 00:00:00,2006-03-16 00:00:00,12.75,2006-03-16 00:00:00,12.25,12.25,65,155100,1908375,2006-03-16 00:00:00,1
2006-03-17 00:00:00,2006-03-17 00:00:00,12.75,2006-03-17 00:00:00,12,12.25,56,87600,1077650,2006-03-17 00:00:00,1
2006-03-20 00:00:00,2006-03-20 00:00:00,13.25,2006-03-20 00:00:00,12,12.5,216,2478500,32709200,2006-03-20 00:00:00,1
2006-03-21 00:00:00,2006-03-21 00:00:00,12.75,2006-03-21 00:00:00,12.25,12.25,61,135000,1691325,2006-03-21 00:00:00,1
2006-03-22 00:00:00,2006-03-22 00:00:00,12.5,2006-03-22 00:00:00,12.25,12.25,40,86000,1054925,2006-03-22 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  CSD,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CEYLINCO,SEYLAN,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-03-23 00:00:00,2006-03-23 00:00:00,12.5,2006-03-23 00:00:00,12.25,12.25,32,37500,464250,2006-03-23 00:00:00,1
2006-03-24 00:00:00,2006-03-24 00:00:00,12.75,2006-03-24 00:00:00,12,12.25,62,123200,1527700,2006-03-24 00:00:00,1
2006-03-27 00:00:00,2006-03-27 00:00:00,12.25,2006-03-27 00:00:00,11.5,11.75,56,203900,2433725,2006-03-27 00:00:00,1
2006-03-28 00:00:00,2006-03-28 00:00:00,12.5,2006-03-28 00:00:00,11.5,11.75,136,185300,2232775,2006-03-28 00:00:00,1
2006-03-29 00:00:00,2006-03-29 00:00:00,12,2006-03-29 00:00:00,11.5,11.75,23,27900,325600,2006-03-29 00:00:00,1
2006-03-30 00:00:00,2006-03-30 00:00:00,12.25,2006-03-30 00:00:00,11.75,12.25,158,145900,1773275,2006-03-30 00:00:00,1
2006-03-31 00:00:00,2006-03-31 00:00:00,12.5,2006-03-31 00:00:00,11.75,11.75,37,105900,1275750,2006-03-31 00:00:00,1
2006-04-03 00:00:00,2006-04-03 00:00:00,12.25,2006-04-03 00:00:00,11.75,11.75,28,42200,502675,2006-04-03 00:00:00,1
2006-04-04 00:00:00,2006-04-04 00:00:00,12.5,2006-04-04 00:00:00,12,12,60,114900,1392450,2006-04-04 00:00:00,1
2006-04-05 00:00:00,2006-04-05 00:00:00,12.25,2006-04-05 00:00:00,11.75,12,26,63700,775900,2006-04-05 00:00:00,1
2006-04-06 00:00:00,2006-04-06 00:00:00,12.25,2006-04-06 00:00:00,11.75,11.75,16,64500,758550,2006-04-06 00:00:00,1
2006-04-07 00:00:00,2006-04-07 00:00:00,12,2006-04-07 00:00:00,11.75,11.75,32,59300,698900,2006-04-07 00:00:00,1
2006-04-10 00:00:00,2006-04-10 00:00:00,12.25,2006-04-10 00:00:00,11.75,11.75,36,75000,883825,2006-04-10 00:00:00,1
2006-04-17 00:00:00,2006-04-17 00:00:00,11.5,2006-04-17 00:00:00,10.75,11,63,145800,1613950,2006-04-17 00:00:00,1
2006-04-18 00:00:00,2006-04-18 00:00:00,11.75,2006-04-18 00:00:00,11.5,11.5,31,67200,775050,2006-04-18 00:00:00,1
2006-04-19 00:00:00,2006-04-19 00:00:00,11.75,2006-04-19 00:00:00,11,11.25,16,12700,143350,2006-04-19 00:00:00,1
2006-04-20 00:00:00,2006-04-20 00:00:00,11.25,2006-04-20 00:00:00,10.75,10.75,63,79500,862475,2006-04-20 00:00:00,1
2006-04-21 00:00:00,2006-04-21 00:00:00,11.5,2006-04-21 00:00:00,10.5,11,43,93100,1040500,2006-04-21 00:00:00,1
2006-04-24 00:00:00,2006-04-24 00:00:00,10.75,2006-04-24 00:00:00,10.25,10.25,28,37200,383750,2006-04-24 00:00:00,1
2006-04-25 00:00:00,2006-04-25 00:00:00,11,2006-04-25 00:00:00,9.75,10,87,182200,1867375,2006-04-25 00:00:00,1
2006-04-26 00:00:00,2006-04-26 00:00:00,10.5,2006-04-26 00:00:00,8.5,9.25,139,217000,2031775,2006-04-26 00:00:00,1
2006-04-27 00:00:00,2006-04-27 00:00:00,10.5,2006-04-27 00:00:00,10,10.25,81,127400,1292525,2006-04-27 00:00:00,1
2006-04-28 00:00:00,2006-04-28 00:00:00,11,2006-04-28 00:00:00,10.25,10.5,51,92800,982750,2006-04-28 00:00:00,1
2006-05-02 00:00:00,2006-05-02 00:00:00,11.25,2006-05-02 00:00:00,10.5,10.75,69,129500,1409200,2006-05-02 00:00:00,1
2006-05-03 00:00:00,2006-05-03 00:00:00,11,2006-05-03 00:00:00,10.25,10.5,35,54500,569825,2006-05-03 00:00:00,1
2006-05-04 00:00:00,2006-05-04 00:00:00,10.25,2006-05-04 00:00:00,10.25,10.25,15,29000,297250,2006-05-04 00:00:00,1
2006-05-05 00:00:00,2006-05-05 00:00:00,10.75,2006-05-05 00:00:00,10.25,10.5,14,19200,198150,2006-05-05 00:00:00,1
2006-05-08 00:00:00,2006-05-08 00:00:00,10.25,2006-05-08 00:00:00,10,10,24,52400,524250,2006-05-08 00:00:00,1
2006-05-09 00:00:00,2006-05-09 00:00:00,10.5,2006-05-09 00:00:00,10,10,62,190500,1940350,2006-05-09 00:00:00,1
2006-05-10 00:00:00,2006-05-10 00:00:00,10,2006-05-10 00:00:00,10,10,7,19300,193000,2006-05-10 00:00:00,1
2006-05-15 00:00:00,2006-05-15 00:00:00,10.25,2006-05-15 00:00:00,8.75,9.25,53,83400,786450,2006-05-15 00:00:00,1
2006-05-16 00:00:00,2006-05-16 00:00:00,10,2006-05-16 00:00:00,9.5,9.75,39,68600,662050,2006-05-16 00:00:00,1
2006-05-17 00:00:00,2006-05-17 00:00:00,10.25,2006-05-17 00:00:00,9.75,10,23,14000,140075,2006-05-17 00:00:00,1
2006-05-18 00:00:00,2006-05-18 00:00:00,10,2006-05-18 00:00:00,9.5,9.5,23,66200,633700,2006-05-18 00:00:00,1
2006-05-19 00:00:00,2006-05-19 00:00:00,10.25,2006-05-19 00:00:00,10,10,47,97500,975050,2006-05-19 00:00:00,1
2006-05-22 00:00:00,2006-05-22 00:00:00,10.25,2006-05-22 00:00:00,9.75,9.75,12,13500,134875,2006-05-22 00:00:00,1
2006-05-23 00:00:00,2006-05-23 00:00:00,10,2006-05-23 00:00:00,9.25,9.5,19,41400,394500,2006-05-23 00:00:00,1
2006-05-24 00:00:00,2006-05-24 00:00:00,9.75,2006-05-24 00:00:00,9.5,9.5,8,17300,167100,2006-05-24 00:00:00,1
2006-05-25 00:00:00,2006-05-25 00:00:00,9.75,2006-05-25 00:00:00,9.5,9.5,11,29800,283125,2006-05-25 00:00:00,1
2006-05-26 00:00:00,2006-05-26 00:00:00,9.5,2006-05-26 00:00:00,9.25,9.25,19,27600,255425,2006-05-26 00:00:00,1
2006-05-29 00:00:00,2006-05-29 00:00:00,9.25,2006-05-29 00:00:00,9,9.25,19,46100,425900,2006-05-29 00:00:00,1
2006-05-30 00:00:00,2006-05-30 00:00:00,9.25,2006-05-30 00:00:00,8.75,9,53,78500,698600,2006-05-30 00:00:00,1
2006-05-31 00:00:00,2006-05-31 00:00:00,9,2006-05-31 00:00:00,8.75,9,34,39900,351900,2006-05-31 00:00:00,1
2006-06-01 00:00:00,2006-06-01 00:00:00,9,2006-06-01 00:00:00,9,9,6,3600,32400,2006-06-01 00:00:00,1
2006-06-02 00:00:00,2006-06-02 00:00:00,9.75,2006-06-02 00:00:00,9,9.75,96,223800,2089250,2006-06-02 00:00:00,1
2006-06-05 00:00:00,2006-06-05 00:00:00,10,2006-06-05 00:00:00,9.5,9.75,19,11100,108025,2006-06-05 00:00:00,1
2006-06-06 00:00:00,2006-06-06 00:00:00,9.5,2006-06-06 00:00:00,9.25,9.5,29,46800,439525,2006-06-06 00:00:00,1
2006-06-07 00:00:00,2006-06-07 00:00:00,9.75,2006-06-07 00:00:00,9.5,9.5,82,125700,1197025,2006-06-07 00:00:00,1
2006-06-08 00:00:00,2006-06-08 00:00:00,10.25,2006-06-08 00:00:00,9,9.75,111,214800,2101200,2006-06-08 00:00:00,1
2006-06-09 00:00:00,2006-06-09 00:00:00,9.75,2006-06-09 00:00:00,9.25,9.25,20,47700,445900,2006-06-09 00:00:00,1
2006-06-12 00:00:00,2006-06-12 00:00:00,9.5,2006-06-12 00:00:00,9,9,13,16200,148650,2006-06-12 00:00:00,1
2006-06-13 00:00:00,2006-06-13 00:00:00,9,2006-06-13 00:00:00,9,9,16,13300,119700,2006-06-13 00:00:00,1
2006-06-14 00:00:00,2006-06-14 00:00:00,9,2006-06-14 00:00:00,8.75,9,25,25500,227925,2006-06-14 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  CSD,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CEYLINCO,SEYLAN,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-06-15 00:00:00,2006-06-15 00:00:00,8.75,2006-06-15 00:00:00,8.5,8.5,46,50900,437150,2006-06-15 00:00:00,1
2006-06-16 00:00:00,2006-06-16 00:00:00,9,2006-06-16 00:00:00,8.5,8.75,147,629400,5372500,2006-06-16 00:00:00,1
2006-06-19 00:00:00,2006-06-19 00:00:00,8.75,2006-06-19 00:00:00,8.25,8.25,40,63100,535125,2006-06-19 00:00:00,1
2006-06-20 00:00:00,2006-06-20 00:00:00,8.25,2006-06-20 00:00:00,7.75,8,48,69600,557300,2006-06-20 00:00:00,1
2006-06-21 00:00:00,2006-06-21 00:00:00,8.5,2006-06-21 00:00:00,7.75,8.5,50,171500,1423625,2006-06-21 00:00:00,1
2006-06-22 00:00:00,2006-06-22 00:00:00,8.5,2006-06-22 00:00:00,8.5,8.5,29,54800,465800,2006-06-22 00:00:00,1
2006-06-23 00:00:00,2006-06-23 00:00:00,8.5,2006-06-23 00:00:00,8.25,8.25,25,52700,434875,2006-06-23 00:00:00,1
2006-06-26 00:00:00,2006-06-26 00:00:00,8.5,2006-06-26 00:00:00,8.25,8.25,17,33400,281600,2006-06-26 00:00:00,1
2006-06-27 00:00:00,2006-06-27 00:00:00,8.5,2006-06-27 00:00:00,8.25,8.25,9,10200,85925,2006-06-27 00:00:00,1
2006-06-29 00:00:00,2006-06-29 00:00:00,8.5,2006-06-29 00:00:00,8,8.25,11,4900,40550,2006-06-29 00:00:00,1
2006-06-30 00:00:00,2006-06-30 00:00:00,8.75,2006-06-30 00:00:00,8.25,8.5,25,33800,284300,2006-06-30 00:00:00,1
2006-07-03 00:00:00,2006-07-03 00:00:00,8.5,2006-07-03 00:00:00,8.5,8.5,5,2000,17000,2006-07-03 00:00:00,1
2006-07-04 00:00:00,2006-07-04 00:00:00,8.5,2006-07-04 00:00:00,8.25,8.5,5,1900,16125,2006-07-04 00:00:00,1
2006-07-05 00:00:00,2006-07-05 00:00:00,8.75,2006-07-05 00:00:00,8.5,8.5,22,16700,142000,2006-07-05 00:00:00,1
2006-07-06 00:00:00,2006-07-06 00:00:00,9,2006-07-06 00:00:00,8.5,8.75,29,83600,729050,2006-07-06 00:00:00,1
2006-07-07 00:00:00,2006-07-07 00:00:00,8.75,2006-07-07 00:00:00,8.5,8.75,11,34100,297700,2006-07-07 00:00:00,1
2006-07-11 00:00:00,2006-07-11 00:00:00,8.75,2006-07-11 00:00:00,8.5,8.75,21,45200,395250,2006-07-11 00:00:00,1
2006-07-12 00:00:00,2006-07-12 00:00:00,9.25,2006-07-12 00:00:00,8.75,9,105,237600,2161725,2006-07-12 00:00:00,1
2006-07-13 00:00:00,2006-07-13 00:00:00,9,2006-07-13 00:00:00,9,9,13,43300,389700,2006-07-13 00:00:00,1
2006-07-14 00:00:00,2006-07-14 00:00:00,9,2006-07-14 00:00:00,9,9,20,16500,148500,2006-07-14 00:00:00,1
2006-07-17 00:00:00,2006-07-17 00:00:00,9.5,2006-07-17 00:00:00,9.25,9.25,25,72200,667875,2006-07-17 00:00:00,1
2006-07-18 00:00:00,2006-07-18 00:00:00,9.5,2006-07-18 00:00:00,9,9.25,41,36400,339175,2006-07-18 00:00:00,1
2006-07-19 00:00:00,2006-07-19 00:00:00,10,2006-07-19 00:00:00,9.25,9.75,129,285800,2768450,2006-07-19 00:00:00,1
2006-07-20 00:00:00,2006-07-20 00:00:00,10.25,2006-07-20 00:00:00,9.75,10,152,522200,5277025,2006-07-20 00:00:00,1
2006-07-21 00:00:00,2006-07-21 00:00:00,10,2006-07-21 00:00:00,9.25,9.75,36,63800,609725,2006-07-21 00:00:00,1
2006-07-24 00:00:00,2006-07-24 00:00:00,9.75,2006-07-24 00:00:00,9.75,9.75,9,11700,114075,2006-07-24 00:00:00,1
2006-07-25 00:00:00,2006-07-25 00:00:00,9.75,2006-07-25 00:00:00,9.5,9.5,12,9100,86650,2006-07-25 00:00:00,1
2006-07-26 00:00:00,2006-07-26 00:00:00,9.75,2006-07-26 00:00:00,9.5,9.75,39,95200,917075,2006-07-26 00:00:00,1
2006-07-27 00:00:00,2006-07-27 00:00:00,9.5,2006-07-27 00:00:00,9.5,9.5,5,4000,38000,2006-07-27 00:00:00,1
2006-07-28 00:00:00,2006-07-28 00:00:00,9.25,2006-07-28 00:00:00,8.75,8.75,23,34200,307025,2006-07-28 00:00:00,1
2006-07-31 00:00:00,2006-07-31 00:00:00,8.75,2006-07-31 00:00:00,8.5,8.75,15,9700,84375,2006-07-31 00:00:00,1
2006-08-01 00:00:00,2006-08-01 00:00:00,9.5,2006-08-01 00:00:00,9,9,14,22200,201500,2006-08-01 00:00:00,1
2006-08-02 00:00:00,2006-08-02 00:00:00,8.75,2006-08-02 00:00:00,8.25,8.25,26,37100,308000,2006-08-02 00:00:00,1
2006-08-03 00:00:00,2006-08-03 00:00:00,8.75,2006-08-03 00:00:00,8.5,8.5,35,40000,340050,2006-08-03 00:00:00,1
2006-08-04 00:00:00,2006-08-04 00:00:00,9,2006-08-04 00:00:00,8.5,8.5,88,312100,2673325,2006-08-04 00:00:00,1
2006-08-07 00:00:00,2006-08-07 00:00:00,9,2006-08-07 00:00:00,8.25,8.5,22,45400,385775,2006-08-07 00:00:00,1
2006-08-08 00:00:00,2006-08-08 00:00:00,9.25,2006-08-08 00:00:00,8.5,9,401,3847400,33615775,2006-08-08 00:00:00,1
2006-08-10 00:00:00,2006-08-10 00:00:00,9,2006-08-10 00:00:00,8.5,8.5,83,352800,3065975,2006-08-10 00:00:00,1
2006-08-11 00:00:00,2006-08-11 00:00:00,8.75,2006-08-11 00:00:00,8.5,8.5,44,128000,1088875,2006-08-11 00:00:00,1
2006-08-14 00:00:00,2006-08-14 00:00:00,9,2006-08-14 00:00:00,7.75,7.75,192,541400,4274875,2006-08-14 00:00:00,1
2006-08-15 00:00:00,2006-08-15 00:00:00,8,2006-08-15 00:00:00,8,8,67,123200,985600,2006-08-15 00:00:00,1
2006-08-16 00:00:00,2006-08-16 00:00:00,8.25,2006-08-16 00:00:00,7.75,7.75,89,223500,1742975,2006-08-16 00:00:00,1
2006-08-17 00:00:00,2006-08-17 00:00:00,8,2006-08-17 00:00:00,7.25,7.5,107,248100,1870475,2006-08-17 00:00:00,1
2006-08-18 00:00:00,2006-08-18 00:00:00,8,2006-08-18 00:00:00,7.5,7.75,90,921400,6955775,2006-08-18 00:00:00,1
2006-08-21 00:00:00,2006-08-21 00:00:00,7.75,2006-08-21 00:00:00,7.75,7.75,10,9300,72075,2006-08-21 00:00:00,1
2006-08-22 00:00:00,2006-08-22 00:00:00,8,2006-08-22 00:00:00,7.5,7.75,36,45600,353375,2006-08-22 00:00:00,1
2006-08-23 00:00:00,2006-08-23 00:00:00,8,2006-08-23 00:00:00,7.75,7.75,30,34300,266075,2006-08-23 00:00:00,1
2006-08-24 00:00:00,2006-08-24 00:00:00,8,2006-08-24 00:00:00,8,8,44,137500,1100000,2006-08-24 00:00:00,1
2006-08-25 00:00:00,2006-08-25 00:00:00,8,2006-08-25 00:00:00,8,8,20,60100,480800,2006-08-25 00:00:00,1
2006-08-28 00:00:00,2006-08-28 00:00:00,8,2006-08-28 00:00:00,7.75,7.75,13,67700,525550,2006-08-28 00:00:00,1
2006-08-29 00:00:00,2006-08-29 00:00:00,7.75,2006-08-29 00:00:00,7.75,7.75,12,35500,275125,2006-08-29 00:00:00,1
2006-08-30 00:00:00,2006-08-30 00:00:00,8,2006-08-30 00:00:00,7.75,8,34,103100,822300,2006-08-30 00:00:00,1
2006-08-31 00:00:00,2006-08-31 00:00:00,8.25,2006-08-31 00:00:00,8,8,54,237300,1905750,2006-08-31 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  CSD,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CEYLINCO,SEYLAN,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
